,p2,p3,p2_strat,model,param1,param2,sse,aic,bic,fit_method
0,47,122,IA,guilt-aversion,318.00751750885814,,1495.0,188.2093224254435,190.25237369327806,least_squares_100iters
0,47,122,IA,inequity-aversion,363.5501816728404,,683.0,143.55628472896566,145.59933599680022,least_squares_100iters
0,47,122,IA,moral phenotype,0.24067675261892918,-0.09734403357530207,469.0,124.13043553486857,128.21653807053767,least_squares_100iters
0,91,123,GR,rescorla-wagner,0.6371569383712462,,102.0,35.169528090634095,37.212579358468645,least_squares_100iters
0,91,123,GR,inverse motive,0.2616342829320867,0.03243338715874067,216.0,79.93694697142804,84.02304950709714,least_squares_100iters
0,91,123,GR,greed,,,102.0,33.169528090634095,33.169528090634095,least_squares_100iters
0,91,123,GR,guilt-aversion,69.26128197167981,,2620.0,220.18906474847375,222.2321160163083,least_squares_100iters
0,91,123,GR,inequity-aversion,74.01049121332105,,1009.0,165.79883389358633,167.8418851614209,least_squares_100iters
0,91,123,GR,moral phenotype,0.4984940710353393,0.01718700708722043,102.0,37.169528090634095,41.255630626303194,least_squares_100iters
0,72,125,GR,rescorla-wagner,0.21359345701092736,,479.69229162348427,123.4153335688533,125.45838483668786,least_squares_100iters
0,72,125,GR,inverse motive,0.26097370246047535,0.01636955142342103,541.0,132.27097662768008,136.3570791633492,least_squares_100iters
0,72,125,GR,greed,,,829.0,152.59862657614246,152.59862657614246,least_squares_100iters
0,72,125,GR,guilt-aversion,40.274417226766616,,637.0,139.58194810104396,141.62499936887852,least_squares_100iters
0,72,125,GR,inequity-aversion,85.39538971002347,,486.0,124.1599692957588,126.20302056359336,least_squares_100iters
0,72,125,GR,moral phenotype,0.45595204489996166,-0.08027834044544212,359.0,108.89545387726253,112.98155641293162,least_squares_100iters
0,34,126,IA,rescorla-wagner,0.17067707447668476,,2805.4859286836263,224.08800398837468,226.13105525620924,least_squares_100iters
0,34,126,IA,inverse motive,0.38920174477218467,0.1163466088635509,452.0,122.02596198386782,126.11206451953691,least_squares_100iters
0,34,126,IA,greed,,,5835.0,263.82896178250803,263.82896178250803,least_squares_100iters
0,34,126,IA,guilt-aversion,160.0380404219137,,2462.0,216.64364821786137,218.68669948569593,least_squares_100iters
0,34,126,IA,inequity-aversion,211.27193140324297,,771.0,150.46431502654042,152.50736629437498,least_squares_100iters
0,34,126,IA,moral phenotype,0.13556787876379972,0.07054943312366854,697.0,146.71284614678052,150.79894868244963,least_squares_100iters
0,56,127,GA,rescorla-wagner,0.3225659356371376,,2370.1837454919296,214.47727510286856,216.52032637070312,least_squares_100iters
0,56,127,GA,inverse motive,0.4870401512117331,0.0204791898294131,40.0,-16.187793382074993,-12.101690846405893,least_squares_100iters
0,56,127,GA,greed,,,8772.0,287.067323977084,287.067323977084,least_squares_100iters
0,56,127,GA,guilt-aversion,9091.380978369374,,72.0,15.316046517345791,17.359097785180342,least_squares_100iters
0,56,127,GA,inequity-aversion,485.08478744932137,,1348.0,182.30958334734902,184.35263461518358,least_squares_100iters
0,56,127,GA,moral phenotype,0.02674934724070971,-0.01795322405566402,65.0,11.486152117481957,15.572254653151056,least_squares_100iters
0,100,128,GA,rescorla-wagner,0.39697724923771,,3926.8052837216596,243.25422148760703,245.29727275544158,least_squares_100iters
0,100,128,GA,inverse motive,0.19752113830681567,0.498354772013861,780.0,153.12583115539798,157.2119336910671,least_squares_100iters
0,100,128,GA,greed,,,9817.0,293.4827165079044,293.4827165079044,least_squares_100iters
0,100,128,GA,guilt-aversion,3776.0615124419296,,1293.0,179.93513932342654,181.9781905912611,least_squares_100iters
0,100,128,GA,inequity-aversion,1878.0850136394622,,436.0,117.97168560432559,120.01473687216014,least_squares_100iters
0,100,128,GA,moral phenotype,0.012249264049994768,0.028991284428952324,434.0,119.70961617715372,123.79571871282282,least_squares_100iters
0,54,130,MO,rescorla-wagner,0.1690309315277126,,2160.537591973887,209.19848196184884,211.2415332296834,least_squares_100iters
0,54,130,MO,inverse motive,0.705246384344731,0.06432761201203889,560.0,134.23847440599476,138.32457694166388,least_squares_100iters
0,54,130,MO,greed,,,3609.0,236.44367999806957,236.44367999806957,least_squares_100iters
0,54,130,MO,guilt-aversion,160.071836857274,,2053.0,206.28835050350986,208.33140177134442,least_squares_100iters
0,54,130,MO,inequity-aversion,166.02317881345252,,795.0,152.21157826872755,154.2546295365621,least_squares_100iters
0,54,130,MO,moral phenotype,0.24707219944083547,0.014332693829228388,608.0,138.92604600550217,143.01214854117129,least_squares_100iters
0,6,131,IA,rescorla-wagner,0.24801098939259864,,1965.6130031845885,203.8089656174568,205.85201688529136,least_squares_100iters
0,6,131,IA,inverse motive,0.08358566493794706,0.01989813011245779,581.0,136.33687087398957,140.42297340965868,least_squares_100iters
0,6,131,IA,greed,,,4627.0,250.60692510112963,250.60692510112963,least_squares_100iters
0,6,131,IA,guilt-aversion,148.77908625178682,,1486.0,187.8651415742598,189.90819284209437,least_squares_100iters
0,6,131,IA,inequity-aversion,159.15389759897147,,604.0,136.5498070157151,138.59285828354965,least_squares_100iters
0,6,131,IA,moral phenotype,0.22640356935009537,-0.0662431469479692,568.0,135.04699860053628,139.1331011362054,least_squares_100iters
0,4,132,IA,rescorla-wagner,0.21459461086669035,,3272.1972840284143,232.85944619390855,234.9024974617431,least_squares_100iters
0,4,132,IA,inverse motive,0.04836930217553309,0.05763970830641884,688.0,145.97204149563123,150.05814403130034,least_squares_100iters
0,4,132,IA,greed,,,6927.0,273.6074573207191,273.6074573207191,least_squares_100iters
0,4,132,IA,guilt-aversion,253.19890907642417,,2217.0,210.66895968156038,212.71201094939494,least_squares_100iters
0,4,132,IA,inequity-aversion,505.49929183872246,,792.0,151.9960770668529,154.03912833468746,least_squares_100iters
0,4,132,IA,moral phenotype,0.09655802310890199,0.009962790745234887,838.0,157.21410946090938,161.3002119965785,least_squares_100iters
0,75,133,GA,rescorla-wagner,0.2470709743962138,,2453.7366203060833,216.4520134243016,218.49506469213617,least_squares_100iters
0,75,133,GA,inverse motive,0.7840087373027906,0.06308555168847725,713.0,148.0065186970455,152.0926212327146,least_squares_100iters
0,75,133,GA,greed,,,5952.0,264.9605845946675,264.9605845946675,least_squares_100iters
0,75,133,GA,guilt-aversion,172.38558149128556,,1497.0,188.28552564534945,190.328576913184,least_squares_100iters
0,75,133,GA,inequity-aversion,218.3457364231245,,506.0,126.45866788281619,128.50171915065073,least_squares_100iters
0,75,133,GA,moral phenotype,0.14477413001363842,0.06522526470230833,635.0,141.40270267031406,145.48880520598317,least_squares_100iters
0,32,134,MO,rescorla-wagner,0.3086330866965442,,3264.8019047085995,232.7304766808658,234.77352794870035,least_squares_100iters
0,32,134,MO,inverse motive,0.990850319371195,0.20794388407296083,1019.0,168.36096862712597,172.44707116279508,least_squares_100iters
0,32,134,MO,greed,,,6848.0,272.9536570492606,272.9536570492606,least_squares_100iters
0,32,134,MO,guilt-aversion,472.8707406179478,,2404.0,215.28476758577125,217.3278188536058,least_squares_100iters
0,32,134,MO,inequity-aversion,412.19757678087274,,1015.0,166.13677954755624,168.1798308153908,least_squares_100iters
0,32,134,MO,moral phenotype,0.10326357805783548,0.05042133794295081,1033.0,169.13875847325002,173.22486100891913,least_squares_100iters
0,100,136,GA,rescorla-wagner,0.31400910194510073,,3531.24041669981,237.20213315249106,239.24518442032561,least_squares_100iters
0,100,136,GA,inverse motive,0.9489326115285371,0.08559818065515773,1325.0,183.328638823389,187.41474135905813,least_squares_100iters
0,100,136,GA,greed,,,10425.0,296.9079143934498,296.9079143934498,least_squares_100iters
0,100,136,GA,guilt-aversion,1347.0683628208967,,1689.0,195.16391699147525,197.2069682593098,least_squares_100iters
0,100,136,GA,inequity-aversion,1067.321050696719,,1307.0,180.5489914100113,182.59204267784585,least_squares_100iters
0,100,136,GA,moral phenotype,0.020905478986327997,0.02585659183803085,1322.0,183.19943589689365,187.28553843256276,least_squares_100iters
0,100,137,GA,rescorla-wagner,0.27360228829305705,,2355.429669042285,214.1213487853912,216.16440005322576,least_squares_100iters
0,100,137,GA,inverse motive,0.9456132187980173,0.1994795127479917,638.0,141.67135988408367,145.75746241975278,least_squares_100iters
0,100,137,GA,greed,,,6922.0,273.56629911256215,273.56629911256215,least_squares_100iters
0,100,137,GA,guilt-aversion,230.6041929942093,,1058.0,168.50180764127057,170.54485890910513,least_squares_100iters
0,100,137,GA,inequity-aversion,368.6258022425748,,458.0,120.77762122793918,122.82067249577374,least_squares_100iters
0,100,137,GA,moral phenotype,0.050939222307243015,0.08514869456043381,531.0,131.20751294422115,135.29361547989026,least_squares_100iters
0,41,138,MO,rescorla-wagner,0.09743080511526903,,578.5679226297693,134.09776696178633,136.1408182296209,least_squares_100iters
0,41,138,MO,inverse motive,0.03096889203590882,0.03324419560859201,1230.0,179.08793629031905,183.17403882598816,least_squares_100iters
0,41,138,MO,greed,,,1409.0,182.8323019116554,182.8323019116554,least_squares_100iters
0,41,138,MO,guilt-aversion,83.62031553857175,,1224.0,176.8092071285501,178.85225839638466,least_squares_100iters
0,41,138,MO,inequity-aversion,179.6866728745672,,1669.0,194.48493338215525,196.5279846499898,least_squares_100iters
0,41,138,MO,moral phenotype,0.39581563027162503,-0.07236333798290365,583.0,136.5327473554087,140.61884989107782,least_squares_100iters
0,93,139,GA,rescorla-wagner,0.6202213471767731,,3217.1741833759534,231.89282194821016,233.9358732160447,least_squares_100iters
0,93,139,GA,inverse motive,0.33685830604618516,0.024699923358903975,698.0,146.79456659088586,150.88066912655498,least_squares_100iters
0,93,139,GA,greed,,,10001.0,294.541178651092,294.541178651092,least_squares_100iters
0,93,139,GA,guilt-aversion,1518.2672209366222,,751.0,148.96619988398632,151.00925115182088,least_squares_100iters
0,93,139,GA,inequity-aversion,651.61802891888,,1423.0,185.3958658245522,187.43891709238676,least_squares_100iters
0,93,139,GA,moral phenotype,0.0365682238739784,-0.038950828933560395,697.0,146.71284614678052,150.79894868244963,least_squares_100iters
0,91,140,GR,rescorla-wagner,0.8762830720173161,,400.0,113.05955691858561,115.10260818642017,least_squares_100iters
0,91,140,GR,inverse motive,0.8285941992102124,0.011298362363729528,247.0,87.58121292122533,91.66731545689443,least_squares_100iters
0,91,140,GR,greed,,,400.0,111.05955691858561,111.05955691858561,least_squares_100iters
0,91,140,GR,guilt-aversion,165.07984190478163,,5676.0,264.25419391538685,266.2972451832214,least_squares_100iters
0,91,140,GR,inequity-aversion,237.8169165053101,,5224.0,259.52414197793786,261.5671932457724,least_squares_100iters
0,91,140,GR,moral phenotype,0.48894101611999913,0.07520090224393325,405.0,115.76764055850339,119.85374309417249,least_squares_100iters
0,54,141,MO,rescorla-wagner,0.7770250590677588,,11723.754776754893,305.6003036935722,307.6433549614067,least_squares_100iters
0,54,141,MO,inverse motive,0.9504546128528485,0.40395536843818736,4709.0,255.60823619731326,259.6943387329824,least_squares_100iters
0,54,141,MO,greed,,,18411.0,329.3261824236914,329.3261824236914,least_squares_100iters
0,54,141,MO,guilt-aversion,8295.106468176207,,5855.0,266.02400046724426,268.0670517350788,least_squares_100iters
0,54,141,MO,inequity-aversion,9438.79538840113,,4221.0,247.3722364430331,249.41528771086766,least_squares_100iters
0,54,141,MO,moral phenotype,0.006068010008056568,0.09695125696657361,4221.0,249.3722364430331,253.45833897870222,least_squares_100iters
0,34,142,IA,rescorla-wagner,0.3718279802461499,,2959.129189486557,227.1271454771832,229.17019674501776,least_squares_100iters
0,34,142,IA,inverse motive,0.2528426968039191,0.054333231039783624,228.0,83.01877858383376,87.10488111950286,least_squares_100iters
0,34,142,IA,greed,,,6800.0,272.5527175297899,272.5527175297899,least_squares_100iters
0,34,142,IA,guilt-aversion,179.82460236410037,,2071.0,206.78592883297893,208.82898010081348,least_squares_100iters
0,34,142,IA,inequity-aversion,543.0741551220408,,293.0,95.31591644740348,97.35896771523804,least_squares_100iters
0,34,142,IA,moral phenotype,0.10516632362986572,0.009381683242712796,231.0,83.76388723317288,87.84998976884198,least_squares_100iters
0,72,143,GR,rescorla-wagner,0.11000207944977866,,739.1974022120128,148.0632830753009,150.10633434313544,least_squares_100iters
0,72,143,GR,inverse motive,0.23035045095199713,0.02844951627636319,568.0,135.04699860053628,139.1331011362054,least_squares_100iters
0,72,143,GR,greed,,,1040.0,165.5237092851495,165.5237092851495,least_squares_100iters
0,72,143,GR,guilt-aversion,129.48286480775505,,2394.0,215.047168242152,217.09021950998655,least_squares_100iters
0,72,143,GR,inequity-aversion,193.33012903357982,,2209.0,210.46290432837733,212.5059555962119,least_squares_100iters
0,72,143,GR,moral phenotype,0.41586662048100176,-0.09530497775127059,502.0,128.00628455585922,132.0923870915283,least_squares_100iters
0,62,144,GR,rescorla-wagner,0.12064353554241818,,628.8021918714702,138.84363116727818,140.88668243511273,least_squares_100iters
0,62,144,GR,inverse motive,0.2780246748159182,0.026722866274989945,426.0,118.64912047078475,122.73522300645385,least_squares_100iters
0,62,144,GR,greed,,,802.0,150.71126838182198,150.71126838182198,least_squares_100iters
0,62,144,GR,guilt-aversion,48.08060372092471,,1269.0,178.86719239315076,180.91024366098532,least_squares_100iters
0,62,144,GR,inequity-aversion,201.80337808329284,,2909.0,226.15326326765714,228.1963145354917,least_squares_100iters
0,62,144,GR,moral phenotype,0.4751108611395272,-0.07220244361219055,358.0,108.73645795827055,112.82256049393965,least_squares_100iters
0,81,145,GA,rescorla-wagner,0.692698138755316,,3568.338256283697,237.79782937609093,239.8408806439255,least_squares_100iters
0,81,145,GA,inverse motive,0.3822580553916278,0.09519024537145176,1159.0,175.69890980379648,179.7850123394656,least_squares_100iters
0,81,145,GA,greed,,,8691.0,286.5385450603659,286.5385450603659,least_squares_100iters
0,81,145,GA,guilt-aversion,343.8210817887388,,1596.0,191.9356570799866,193.97870834782117,least_squares_100iters
0,81,145,GA,inequity-aversion,1133.7882838610424,,862.0,156.82362816126115,158.8666794290957,least_squares_100iters
0,81,145,GA,moral phenotype,0.0011498097678410701,0.08492572384869884,923.0,162.72094410009322,166.80704663576233,least_squares_100iters
0,62,146,GR,rescorla-wagner,0.46685408589506894,,1076.8878560937358,169.51041882950818,171.55347009734274,least_squares_100iters
0,62,146,GR,inverse motive,0.1949291852509552,0.15389520909417304,1217.0,178.4822910337197,182.5683935693888,least_squares_100iters
0,62,146,GR,greed,,,1937.0,200.9731305476294,200.9731305476294,least_squares_100iters
0,62,146,GR,guilt-aversion,28.399822693203625,,1645.0,193.65933053580056,195.70238180363512,least_squares_100iters
0,62,146,GR,inequity-aversion,45.877707834790506,,1893.0,201.66341235236203,203.7064636201966,least_squares_100iters
0,62,146,GR,moral phenotype,0.4462980281904173,-0.08814714366783563,861.0,158.7574644858113,162.84356702148042,least_squares_100iters
0,93,147,GA,rescorla-wagner,0.35697291671479914,,3741.2713534631225,240.4953814367629,242.53843270459745,least_squares_100iters
0,93,147,GA,inverse motive,0.7540802661685991,0.05183922750175915,376.0,111.53265890665463,115.61876144232373,least_squares_100iters
0,93,147,GA,greed,,,8729.0,286.7872251333456,286.7872251333456,least_squares_100iters
0,93,147,GA,guilt-aversion,1333.0547021892646,,717.0,146.325400647609,148.36845191544356,least_squares_100iters
0,93,147,GA,inequity-aversion,487.0584623627594,,996.0,165.05967141575272,167.10272268358727,least_squares_100iters
0,93,147,GA,moral phenotype,0.10034205509715755,-0.05803692712170348,620.0,140.0400879816615,144.1261905173306,least_squares_100iters
0,34,148,IA,rescorla-wagner,0.26794723859387576,,3178.075497936294,231.19585061839757,233.23890188623213,least_squares_100iters
0,34,148,IA,inverse motive,0.2080385978678546,0.08442055208377672,659.0,143.51731920007353,147.60342173574264,least_squares_100iters
0,34,148,IA,greed,,,7241.0,276.1344097845934,276.1344097845934,least_squares_100iters
0,34,148,IA,guilt-aversion,186.6704678340869,,2423.0,215.73349581997263,217.7765470878072,least_squares_100iters
0,34,148,IA,inequity-aversion,761.8842965130779,,443.0,118.87955462600337,120.92260589383793,least_squares_100iters
0,34,148,IA,moral phenotype,0.08044157955109693,0.06459904797122495,423.0,118.24629193906848,122.33239447473758,least_squares_100iters
0,93,149,GA,rescorla-wagner,0.4399673870090316,,2482.2748695218975,217.11112790741655,219.1541791752511,least_squares_100iters
0,93,149,GA,inverse motive,0.43222074736423155,0.01637593300695668,291.0,96.92550396220571,101.01160649787481,least_squares_100iters
0,93,149,GA,greed,,,7651.0,279.27380105564623,279.27380105564623,least_squares_100iters
0,93,149,GA,guilt-aversion,543.971925262221,,243.0,84.65058000384191,86.69363127167647,least_squares_100iters
0,93,149,GA,inequity-aversion,504.9107472949632,,852.0,156.15850976270164,158.2015610305362,least_squares_100iters
0,93,149,GA,moral phenotype,0.10056612751942279,-0.08180640597629162,150.0,59.15228949691723,63.238392032586326,least_squares_100iters
0,83,150,GR,rescorla-wagner,0.30279154250609996,,125.0,46.75996075966181,48.80301202749636,least_squares_100iters
0,83,150,GR,inverse motive,0.3439422385684887,0.04175176299447168,264.0,91.37517661277067,95.46127914843977,least_squares_100iters
0,83,150,GR,greed,,,125.0,44.75996075966181,44.75996075966181,least_squares_100iters
0,83,150,GR,guilt-aversion,1.0310683006220511,,125.0,46.75996075966181,48.80301202749636,least_squares_100iters
0,83,150,GR,inequity-aversion,22.822744515261782,,128.0,48.11180277684882,50.15485404468337,least_squares_100iters
0,83,150,GR,moral phenotype,0.4885760253033501,0.06807774583611312,132.0,51.865787320853784,55.95188985652288,least_squares_100iters
0,4,151,IA,rescorla-wagner,0.29450240611049167,,3735.0837348189552,240.401032161192,242.44408342902656,least_squares_100iters
0,4,151,IA,inverse motive,0.22562835134715986,0.09715781301718741,746.0,150.58543694504502,154.67153948071413,least_squares_100iters
0,4,151,IA,greed,,,7585.0,278.7799675650407,278.7799675650407,least_squares_100iters
0,4,151,IA,guilt-aversion,346.44530025501274,,2131.0,208.41383576305182,210.45688703088638,least_squares_100iters
0,4,151,IA,inequity-aversion,632.1201647872022,,660.0,141.60374832959752,143.64679959743208,least_squares_100iters
0,4,151,IA,moral phenotype,0.029130516457850142,0.08351154620060192,656.0,143.25724270324372,147.34334523891283,least_squares_100iters
0,65,152,MO,rescorla-wagner,0.498397750044767,,1948.9943764447949,203.32500013993877,205.36805140777332,least_squares_100iters
0,65,152,MO,inverse motive,0.04835401165374981,0.00721042335067238,299.0,98.47136141669976,102.55746395236886,least_squares_100iters
0,65,152,MO,greed,,,4124.0,244.04707190623114,244.04707190623114,least_squares_100iters
0,65,152,MO,guilt-aversion,187.3806684117485,,1245.0,177.7788538406627,179.82190510849725,least_squares_100iters
0,65,152,MO,inequity-aversion,279.43618419089654,,476.0,122.97489542462158,125.01794669245614,least_squares_100iters
0,65,152,MO,moral phenotype,0.24797861651156355,-0.09525796928451202,310.0,100.53069868974458,104.61680122541368,least_squares_100iters
0,32,154,MO,rescorla-wagner,0.23892074518118248,,3476.7326613986934,236.31542748936465,238.3584787571992,least_squares_100iters
0,32,154,MO,inverse motive,0.49843621747566136,0.030822474302831495,954.0,164.60390700598296,168.69000954165207,least_squares_100iters
0,32,154,MO,greed,,,5929.0,264.73989582475065,264.73989582475065,least_squares_100iters
0,32,154,MO,guilt-aversion,283.27942757533475,,2187.0,209.89238091200642,211.93543217984097,least_squares_100iters
0,32,154,MO,inequity-aversion,287.3653050182856,,944.0,162.0032692037242,164.04632047155874,least_squares_100iters
0,32,154,MO,moral phenotype,0.14038630753002979,0.07818563245574667,946.0,164.1239041693877,168.21000670505683,least_squares_100iters
0,97,155,IA,rescorla-wagner,0.1997672900698801,,2159.996654339898,209.1842089837676,211.22726025160216,least_squares_100iters
0,97,155,IA,inverse motive,0.33194858970632674,0.10101803947056166,933.0,163.33517418172923,167.42127671739834,least_squares_100iters
0,97,155,IA,greed,,,5066.0,255.77356707544303,255.77356707544303,least_squares_100iters
0,97,155,IA,guilt-aversion,84.91327920957636,,2367.0,214.4006584757277,216.44370974356227,least_squares_100iters
0,97,155,IA,inequity-aversion,227.2714504245199,,1486.0,187.8651415742598,189.90819284209437,least_squares_100iters
0,97,155,IA,moral phenotype,0.212949401249729,0.07853143632140325,1548.0,192.19506381996197,196.2811663556311,least_squares_100iters
0,81,156,GA,rescorla-wagner,0.4266573478835943,,2112.982418232957,207.9298524522213,209.97290372005585,least_squares_100iters
0,81,156,GA,inverse motive,0.517079683593088,0.06013229024997682,624.0,140.40664873048803,144.49275126615714,least_squares_100iters
0,81,156,GA,greed,,,6894.0,273.3352623168089,273.3352623168089,least_squares_100iters
0,81,156,GA,guilt-aversion,302.0567244864536,,699.0,144.87617004075784,146.9192213085924,least_squares_100iters
0,81,156,GA,inequity-aversion,655.9832216491934,,759.0,149.57017904498153,151.61323031281609,least_squares_100iters
0,81,156,GA,moral phenotype,0.1432253187295719,-0.0703129933665478,494.0,127.0906022131422,131.17670474881132,least_squares_100iters
0,41,157,MO,rescorla-wagner,0.18554707690395916,,939.2141203737756,161.71355628895992,163.75660755679448,least_squares_100iters
0,41,157,MO,inverse motive,0.1836729419468063,0.11452085655537071,711.0,147.84640623221537,151.93250876788449,least_squares_100iters
0,41,157,MO,greed,,,2248.0,209.46046176120478,209.46046176120478,least_squares_100iters
0,41,157,MO,guilt-aversion,268.27266809128616,,2044.0,206.03792295887555,208.0809742267101,least_squares_100iters
0,41,157,MO,inequity-aversion,396.8443482400752,,1459.0,186.8199509992294,188.86300226706396,least_squares_100iters
0,41,157,MO,moral phenotype,0.312950898472399,-0.09601931956224251,220.0,80.98284787551525,85.06895041118435,least_squares_100iters
0,65,158,MO,rescorla-wagner,0.5962778325499869,,7890.882978482883,283.0334868974017,285.07653816523623,least_squares_100iters
0,65,158,MO,inverse motive,0.20266220220635744,0.08867809002986185,2721.0,224.34509784407567,228.43120037974478,least_squares_100iters
0,65,158,MO,greed,,,14860.0,317.1124918749204,317.1124918749204,least_squares_100iters
0,65,158,MO,guilt-aversion,2922.310380273492,,3092.0,229.63076208674747,231.67381335458202,least_squares_100iters
0,65,158,MO,inequity-aversion,5476.895112190471,,1893.0,201.66341235236203,203.7064636201966,least_squares_100iters
0,65,158,MO,moral phenotype,0.006345769914844812,0.007325152976944513,1881.0,203.30093100358937,207.38703353925848,least_squares_100iters
0,62,159,GR,rescorla-wagner,0.03685609864655976,,255.00079379240444,87.39827724313399,89.44132851096855,least_squares_100iters
0,62,159,GR,inverse motive,0.20821994656170856,0.020169584510355765,175.0,67.93887824707095,72.02498078274004,least_squares_100iters
0,62,159,GR,greed,,,280.0,90.72908511407786,90.72908511407786,least_squares_100iters
0,62,159,GR,guilt-aversion,220.7803981469103,,5733.0,264.8237490092085,266.866800277043,least_squares_100iters
0,62,159,GR,inequity-aversion,8.637522006783582,,280.0,92.72908511407786,94.77213638191242,least_squares_100iters
0,62,159,GR,moral phenotype,0.4945328969867751,0.05189713604965715,267.0,92.01925126224486,96.10535379791396,least_squares_100iters
0,100,160,GA,rescorla-wagner,0.24408395950987458,,2046.9469858508876,206.12004488474645,208.163096152581,least_squares_100iters
0,100,160,GA,inverse motive,0.800174079692728,0.5256815531091072,909.0,161.84974810154694,165.93585063721605,least_squares_100iters
0,100,160,GA,greed,,,6188.0,267.1770087999292,267.1770087999292,least_squares_100iters
0,100,160,GA,guilt-aversion,188.24743928067434,,1393.0,184.18133123887955,186.2243825067141,least_squares_100iters
0,100,160,GA,inequity-aversion,230.38972458728878,,1128.0,172.15355936073686,174.19661062857142,least_squares_100iters
0,100,160,GA,moral phenotype,0.0493886393789309,-0.005164563511768555,1008.0,167.74231430541553,171.82841684108465,least_squares_100iters
0,75,161,GA,rescorla-wagner,0.33002590042654867,,2546.8050424404905,218.57398863246016,220.6170399002947,least_squares_100iters
0,75,161,GA,inverse motive,0.07955594750029388,0.09262704047970953,637.0,141.58194810104396,145.66805063671308,least_squares_100iters
0,75,161,GA,greed,,,6718.0,271.8611866332482,271.8611866332482,least_squares_100iters
0,75,161,GA,guilt-aversion,442.18053230412056,,1734.0,196.66268870183842,198.70573996967298,least_squares_100iters
0,75,161,GA,inequity-aversion,403.81158785770754,,647.0,140.46981651998198,142.51286778781653,least_squares_100iters
0,75,161,GA,moral phenotype,0.0988190375228008,0.038158339163325894,676.0,144.9690830678796,149.05518560354872,least_squares_100iters
0,97,162,IA,rescorla-wagner,0.2288040629760837,,2079.8397986128302,207.0287082738262,209.07175954166075,least_squares_100iters
0,97,162,IA,inverse motive,0.1017565531752323,0.020242924313628827,525.0,130.55977870115322,134.6458812368223,least_squares_100iters
0,97,162,IA,greed,,,4316.0,246.64088433697808,246.64088433697808,least_squares_100iters
0,97,162,IA,guilt-aversion,125.40952262224958,,1608.0,192.3626253685486,194.40567663638316,least_squares_100iters
0,97,162,IA,inequity-aversion,259.1247132670127,,698.0,144.79456659088586,146.83761785872042,least_squares_100iters
0,97,162,IA,moral phenotype,0.1849223617663301,-0.020054605723232657,701.0,147.03902729440227,151.1251298300714,least_squares_100iters
0,6,163,IA,rescorla-wagner,0.30053601150326553,,2733.471852467004,222.60576353225423,224.6488148000888,least_squares_100iters
0,6,163,IA,inverse motive,0.36418764374127716,0.3169477118342094,761.0,151.72017913154673,155.80628166721584,least_squares_100iters
0,6,163,IA,greed,,,6451.0,269.54953261576844,269.54953261576844,least_squares_100iters
0,6,163,IA,guilt-aversion,110.5873165757465,,1140.0,172.75673959257747,174.79979086041203,least_squares_100iters
0,6,163,IA,inequity-aversion,208.30521909183997,,523.0,128.34222118513122,130.38527245296578,least_squares_100iters
0,6,163,IA,moral phenotype,0.15475863044053195,-0.032803228056533296,623.0,140.31522930431547,144.40133183998458,least_squares_100iters
0,83,164,GR,rescorla-wagner,0.632102989562407,,173.0,65.28369861980404,67.3267498876386,least_squares_100iters
0,83,164,GR,inverse motive,0.6728372205741514,0.0458836320587399,141.0,55.62539148498624,59.71149402065534,least_squares_100iters
0,83,164,GR,greed,,,173.0,63.28369861980404,63.28369861980404,least_squares_100iters
0,83,164,GR,guilt-aversion,48.555883906226114,,1287.0,179.67002256640984,181.7130738342444,least_squares_100iters
0,83,164,GR,inequity-aversion,10.383552595719658,,173.0,65.28369861980404,67.3267498876386,least_squares_100iters
0,83,164,GR,moral phenotype,0.4616963643632351,0.04961142234632432,131.0,51.43232515589628,55.51842769156538,least_squares_100iters
0,41,165,MO,rescorla-wagner,0.3049724216974079,,2182.685113276971,209.77981050165582,211.82286176949037,least_squares_100iters
0,41,165,MO,inverse motive,0.16341408723180872,0.060811895669915406,429.0,119.04912211232761,123.13522464799671,least_squares_100iters
0,41,165,MO,greed,,,4571.0,249.91285259834007,249.91285259834007,least_squares_100iters
0,41,165,MO,guilt-aversion,199.26631169461473,,1222.0,176.71599369812844,178.759044965963,least_squares_100iters
0,41,165,MO,inequity-aversion,204.873755431606,,417.0,115.43199237596232,117.47504364379688,least_squares_100iters
0,41,165,MO,moral phenotype,0.20252696049570185,-0.087322626012166,448.0,121.5192919810848,125.6053945167539,least_squares_100iters
0,34,166,IA,rescorla-wagner,0.11508042545949206,,2652.9539863075515,220.90153130140973,222.9445825692443,least_squares_100iters
0,34,166,IA,inverse motive,0.6092569890394058,0.35492431037182254,1012.0,167.96805717473308,172.0541597104022,least_squares_100iters
0,34,166,IA,greed,,,4378.0,247.4538725841507,247.4538725841507,least_squares_100iters
0,34,166,IA,guilt-aversion,90.86990828083397,,2004.0,204.9114040791017,206.95445534693624,least_squares_100iters
0,34,166,IA,inequity-aversion,299.2973092433582,,1859.0,200.63033503355294,202.6733863013875,least_squares_100iters
0,34,166,IA,moral phenotype,0.2563458656955774,-0.06969837810779203,1314.0,182.8534560789703,186.93955861463942,least_squares_100iters
0,75,167,GA,rescorla-wagner,0.27148307510083225,,2096.3047299671325,207.47816874798949,209.52122001582404,least_squares_100iters
0,75,167,GA,inverse motive,0.7822395949819594,0.12241850281780957,613.0,139.3928790817947,143.4789816174638,least_squares_100iters
